lon,lat
75.238780,30.952373
75.238878,30.952520
75.238900,30.952554
75.239046,30.952784
75.239153,30.952947
75.239193,30.953008
75.239363,30.953169
75.239563,30.953488
75.239582,30.953516
75.239724,30.953724
75.239832,30.953881
75.240055,30.954215
75.240348,30.954655
75.240701,30.955182
75.241002,30.955670
75.241113,30.955850
75.241442,30.956359
75.241576,30.956321
75.241849,30.956767
75.242240,30.957391
75.242331,30.957521
75.242522,30.957793
75.242890,30.958315
75.243109,30.958637
75.243366,30.959005
75.243681,30.959445
75.244049,30.959959
75.244350,30.960388
75.244963,30.961261
75.245035,30.961365
75.245167,30.961559
75.245352,30.961824
75.245376,30.961859
75.245446,30.961956
75.245655,30.962239
75.245796,30.962433
75.245932,30.962609
75.246062,30.962756
75.246182,30.962874
75.246352,30.963041
75.246709,30.963377
75.246927,30.963584
75.246957,30.963612
75.247194,30.963829
75.247380,30.964016
75.247551,30.964181
75.247597,30.964225
75.247799,30.964418
75.248201,30.964788
75.248919,30.965457
75.249210,30.965719
75.251363,30.967612
75.251665,30.967879
75.252020,30.968189
75.252430,30.968550
75.252704,30.968787
75.252912,30.968961
75.253054,30.969079
75.253538,30.969457
75.254128,30.969901
75.254704,30.970322
75.254905,30.970477
75.255103,30.970626
75.255268,30.970756
75.255405,30.970869
75.255563,30.970999
75.255752,30.971172
75.255935,30.971354
75.256323,30.971772
75.256670,30.972158
75.256816,30.972226
75.257040,30.972426
75.257316,30.972707
75.257542,30.972948
75.258072,30.973515
75.258465,30.973902
75.258752,30.974177
75.259224,30.974569
75.259473,30.974798
75.259886,30.975147
75.260285,30.975483
75.261060,30.976195
75.261448,30.976514
75.262008,30.976964
75.262586,30.977430
75.263049,30.977802
75.263281,30.977974
75.263388,30.978056
75.263432,30.978093
75.263461,30.978125
75.263516,30.978207
75.263780,30.978394
75.264474,30.978899
75.264536,30.978944
75.264891,30.979199
75.265263,30.979462
75.265574,30.979684
75.265789,30.979839
75.265988,30.979978
75.266200,30.980125
75.266433,30.980290
75.266873,30.980592
75.267085,30.980740
75.267285,30.980880
75.267353,30.980928
75.267527,30.981051
75.267703,30.981174
75.267865,30.981289
75.268129,30.981469
75.268243,30.981548
75.268395,30.981645
75.268595,30.981763
75.268788,30.981869
75.269020,30.981988
75.269267,30.982102
75.269661,30.982282
75.270156,30.982495
75.270532,30.982673
75.271132,30.982937
75.271916,30.983286
75.272397,30.983504
75.272764,30.983675
75.273047,30.983814
75.273310,30.983958
75.273585,30.984124
75.273889,30.984323
75.274439,30.984699
75.275808,30.985643
75.276407,30.986056
75.276882,30.986379
75.277551,30.986837
75.278088,30.987208
75.278643,30.987586
75.279278,30.988016
75.279672,30.988288
75.279978,30.988530
75.280215,30.988743
75.280359,30.988876
75.280497,30.989010
75.280682,30.989232
75.280704,30.989263
75.280841,30.989461
75.281008,30.989726
75.281360,30.990321
75.281670,30.990820
75.282069,30.991477
75.282472,30.992102
75.282898,30.992749
75.283223,30.993242
75.283522,30.993688
75.283918,30.994283
75.284284,30.994830
75.284626,30.995336
75.284864,30.995680
75.285250,30.996248
75.285383,30.996447
75.285702,30.996928
75.286013,30.997356
75.286731,30.998374
75.287875,31.000080
75.288032,31.000308
75.288473,31.000943
75.289530,31.002382
75.289822,31.002777
75.290191,31.003257
75.290485,31.003622
75.292028,31.005709
75.292525,31.006374
75.292816,31.006757
75.293105,31.007133
75.293281,31.007369
75.293561,31.007725
75.293874,31.008117
75.294137,31.008469
75.294364,31.008784
75.294534,31.009024
75.294659,31.009209
75.294849,31.009487
75.295063,31.009778
75.295259,31.010034
75.295536,31.010393
75.295775,31.010703
75.295956,31.010942
75.296118,31.011165
75.296253,31.011358
75.296353,31.011512
75.296515,31.011765
75.296628,31.011941
75.296866,31.012317
75.297008,31.012556
75.297319,31.013090
75.297833,31.013945
75.298713,31.015355
75.299076,31.015950
75.299220,31.016186
75.299990,31.017368
75.300344,31.018010
75.300483,31.018269
75.300855,31.018969
75.301173,31.019489
75.301471,31.019942
75.301524,31.020024
75.302074,31.020885
75.302444,31.021522
75.305228,31.026126
75.306481,31.028289
75.306651,31.028528
75.307055,31.029093
75.307452,31.029480
75.307980,31.029951
75.308594,31.030399
75.309453,31.030835
75.313060,31.032364
75.314501,31.032932
75.315429,31.033486
75.315957,31.033925
75.316630,31.034653
75.316955,31.035131
75.317810,31.036926
75.318696,31.038836
75.319688,31.040969
75.320495,31.042710
75.321375,31.044574
75.321713,31.045330
75.322011,31.046063
75.322193,31.046509
75.322427,31.047977
75.322714,31.049802
75.322758,31.050131
75.322794,31.050225
75.322862,31.050484
75.322908,31.050714
75.323030,31.051482
75.323123,31.052425
75.323259,31.053305
75.323332,31.053880
75.323336,31.053913
75.323482,31.054516
75.323626,31.054907
75.323937,31.055588
75.324296,31.056365
75.324462,31.056831
75.324493,31.056967
75.327147,31.062596
75.327835,31.064036
75.328011,31.064404
75.328280,31.064948
75.328309,31.065000
75.328515,31.065236
75.328671,31.065484
75.329360,31.066442
75.329805,31.067138
75.329980,31.067531
75.330165,31.068018
75.330353,31.068218
75.331264,31.069484
75.332142,31.070587
75.332809,31.071459
75.333121,31.071921
75.333485,31.072776
75.333853,31.073555
75.333991,31.073945
75.334089,31.074221
75.334228,31.074515
75.334368,31.074786
75.334561,31.075227
75.334574,31.075309
75.334590,31.075411
75.334805,31.075668
75.334919,31.075807
75.335020,31.075930
75.335154,31.076106
75.335189,31.076165
75.335307,31.076330
75.335439,31.076535
75.335527,31.076686
75.335663,31.076857
75.335839,31.077086
75.336003,31.077283
75.336144,31.077433
75.336351,31.077633
75.336592,31.077859
75.336697,31.077971
75.337435,31.078675
75.337548,31.078795
75.337778,31.079043
75.338014,31.079277
75.338095,31.079282
75.338277,31.079291
75.338411,31.079319
75.338685,31.079434
75.338790,31.079494
75.338859,31.079563
75.338910,31.079636
75.339091,31.079864
75.339161,31.079911
75.339640,31.080123
75.339742,31.080187
75.339765,31.080204
75.339827,31.080251
75.339892,31.080334
75.340015,31.080564
75.340080,31.080711
75.340123,31.080752
75.340214,31.080780
75.340326,31.080803
75.340391,31.080798
75.340490,31.080781
75.340611,31.080752
75.340723,31.080619
75.340799,31.080513
75.340831,31.080454
75.340884,31.080408
75.341163,31.080352
75.341251,31.080330
75.341388,31.080293
75.341630,31.080247
75.341807,31.080228
75.341984,31.080219
75.342177,31.080178
75.342664,31.080077
75.342928,31.080022
75.343314,31.079943
75.344162,31.079819
75.344425,31.079774
75.344924,31.079645
75.345192,31.079548
75.345417,31.079470
75.345616,31.079397
75.345782,31.079337
75.346538,31.079075
75.347434,31.078809
75.347552,31.078777
75.347815,31.078744
75.348234,31.078712
75.348906,31.078681
75.349406,31.078641
75.349458,31.078644
75.349485,31.078683
75.349527,31.078925
75.349644,31.079361
75.349635,31.079428
75.349601,31.079472
75.349899,31.079452
75.350307,31.079462
75.350994,31.079480
75.351240,31.079462
75.351466,31.079416
75.351712,31.079315
75.352882,31.078662
75.353193,31.078488
75.353386,31.078396
75.353794,31.078111
75.354158,31.077900
75.354292,31.077865
75.354373,31.077844
75.354556,31.077863
75.354638,31.077886
75.356743,31.078242
75.357372,31.078301
75.357763,31.078256
75.361003,31.077889
75.361230,31.077906
75.361317,31.077913
75.363121,31.079375
75.363344,31.079409
75.365474,31.079384
75.367507,31.079399
75.369539,31.079404
75.370106,31.079453
75.371166,31.079409
75.371635,31.079424
75.372557,31.079580
75.372998,31.079684
75.374303,31.079909
75.374567,31.079910
75.375460,31.079914
75.375872,31.079929
75.376130,31.080017
75.376404,31.080321
75.376563,31.080524
75.377000,31.081081
75.377326,31.081272
75.377624,31.081321
75.378385,31.081238
75.378597,31.081243
75.379301,31.081419
75.379725,31.081581
75.381094,31.082439
75.381185,31.082572
75.381409,31.083420
75.381449,31.083474
75.381620,31.083523
75.385124,31.083557
75.388377,31.083518
75.390392,31.083253
75.390684,31.083180
75.392739,31.082155
75.393066,31.081968
75.393925,31.081071
75.393946,31.081055
75.394251,31.080823
75.395413,31.079939
75.395614,31.079786
75.395797,31.079693
75.396432,31.079718
75.396713,31.079688
75.396873,31.079590
75.397635,31.078914
75.398408,31.077977
75.399295,31.076677
75.399398,31.076609
75.399679,31.076516
75.400063,31.076486
75.400546,31.076487
75.400583,31.076620
75.400687,31.076745
75.401299,31.077084
75.401696,31.077067
75.401791,31.077381
75.402041,31.077795
75.402404,31.078238
75.402800,31.078637
75.404034,31.079466
75.404776,31.079847
75.405843,31.080665
75.407681,31.081979
75.409553,31.083321
75.411412,31.084585
75.412816,31.085527
75.414642,31.086698
75.416480,31.087886
75.418068,31.088925
75.420052,31.090257
75.421845,31.091470
75.423349,31.092227
75.423462,31.092241
75.424354,31.091884
75.424470,31.091881
75.424558,31.091959
75.424691,31.092305
75.424971,31.092473
75.425954,31.092909
75.427042,31.093383
75.427476,31.093690
75.428038,31.094090
75.428943,31.094629
75.430435,31.095507
75.431169,31.095878
75.432511,31.096396
75.433782,31.096871
75.434691,31.097256
75.435695,31.097716
75.437300,31.098420
75.438571,31.099137
75.439138,31.099330
75.439564,31.099480
75.439655,31.099521
75.439785,31.099580
75.440310,31.100236
75.440718,31.100610
75.440785,31.100864
75.441018,31.101086
75.441435,31.101311
75.442277,31.101603
75.443132,31.101817
75.443173,31.101873
75.443219,31.101935
75.443732,31.102138
75.443773,31.102228
75.443686,31.102317
75.443294,31.102934
75.443186,31.103388
75.443219,31.103480
75.443552,31.103880
75.443615,31.104019
75.443598,31.104144
75.443665,31.104355
75.444186,31.104883
75.444757,31.104894
75.444861,31.104940
75.445249,31.105322
75.445753,31.105886
75.446887,31.107003
75.447125,31.107153
75.449726,31.108395
75.450247,31.108663
75.450630,31.108980
75.451855,31.110208
75.452014,31.110333
75.454344,31.111218
75.454778,31.111388
75.456236,31.111960
75.458216,31.112752
75.458383,31.112811
75.459017,31.113034
75.461955,31.113031
75.462101,31.113095
75.462522,31.113512
75.463151,31.114072
75.463157,31.114119
75.463214,31.114618
75.463264,31.114761
75.463530,31.114975
75.463701,31.115065
75.463943,31.115205
75.464014,31.115247
75.464669,31.115686
75.465377,31.116228
75.465907,31.116613
75.466223,31.116756
75.467816,31.117805
75.468799,31.118547
75.470158,31.119689
75.470708,31.120232
75.471163,31.120635
75.471500,31.121107
75.471570,31.121181
75.471983,31.121536
75.472457,31.122087
75.472714,31.122473
75.472854,31.122638
75.472915,31.122731
75.473002,31.122710
75.473072,31.122798
75.473290,31.122935
75.473363,31.122949
75.473732,31.122829
75.473897,31.122803
75.474064,31.122920
75.474239,31.122892
75.474245,31.122813
75.474705,31.122738
75.474975,31.122825
75.475027,31.123014
75.475111,31.123573
75.475169,31.123714
75.475191,31.123753
75.475224,31.123784
75.475270,31.123811
75.475318,31.123828
75.475656,31.123861
75.475961,31.123917
75.476058,31.123962
75.476155,31.124016
75.476273,31.124148
75.476450,31.124553
75.476477,31.124602
75.476531,31.124633
75.476595,31.124645
75.476675,31.124636
75.476961,31.124538
75.477073,31.124521
75.477114,31.124523
75.477158,31.124533
75.477238,31.124579
75.477372,31.124686
75.478126,31.125483
75.478327,31.125718
75.478903,31.126392
75.479098,31.126620
75.479448,31.127170
75.479546,31.127280
75.479664,31.127380
75.479796,31.127436
75.480081,31.127703
75.480263,31.128318
75.480246,31.128348
75.479991,31.128441
75.479757,31.128781
75.479763,31.128953
75.479477,31.129248
75.479868,31.129597
75.480511,31.130212
75.481222,31.130910
75.481729,31.131408
75.481888,31.131611
75.481969,31.131714
75.482299,31.132284
75.482724,31.133044
75.482799,31.133177
75.483440,31.134325
75.483666,31.134609
75.483969,31.135252
75.484462,31.136157
75.484889,31.136899
75.485211,31.137537
75.485487,31.138222
75.485786,31.138851
75.486594,31.140658
75.487684,31.143106
75.488345,31.144511
75.489056,31.146286
75.489351,31.146897
75.489528,31.147385
75.489606,31.147624
75.489670,31.147791
75.489737,31.148034
75.489944,31.148253
75.490199,31.148705
75.490386,31.149118
75.490416,31.149699
75.490413,31.150174
75.490353,31.151170
75.490378,31.151790
75.490451,31.152369
75.490641,31.153009
75.490802,31.153413
75.491022,31.153845
75.491516,31.154685
75.492645,31.156397
75.492704,31.156486
75.493662,31.158112
75.494474,31.159571
75.494968,31.160366
75.495528,31.161196
75.495719,31.161545
75.495908,31.161976
75.495925,31.162016
75.496477,31.163596
75.496523,31.163728
75.496953,31.165027
75.497612,31.167215
75.497840,31.167935
75.498007,31.168509
75.498227,31.169215
75.498239,31.169418
75.498257,31.169703
75.498393,31.169824
75.498440,31.169936
75.498516,31.170086
75.498614,31.170414
75.498749,31.170763
75.499590,31.172069
75.500359,31.173505
75.500451,31.173677
75.500594,31.173945
75.500755,31.174253
75.501196,31.175094
75.501285,31.175297
75.501335,31.175409
75.501659,31.177318
75.501695,31.177528
75.501727,31.177834
75.501704,31.178114
75.501544,31.179028
75.501483,31.179212
75.501428,31.179272
75.501502,31.179765
75.501539,31.180252
75.501461,31.180752
75.501286,31.181238
75.501024,31.182679
75.500807,31.183967
75.500767,31.184414
75.500799,31.184930
75.500839,31.185364
75.501185,31.186431
75.501722,31.188166
75.502011,31.189081
75.502245,31.190072
75.502440,31.191222
75.502682,31.192392
75.502782,31.192821
75.502934,31.193471
75.503218,31.194329
75.503545,31.195118
75.503921,31.196091
75.504343,31.197228
75.504548,31.197784
75.504704,31.198693
75.504951,31.199913
75.505581,31.201783
75.505760,31.202241
75.506604,31.204405
75.506668,31.204567
75.507204,31.205942
75.507466,31.206570
75.507727,31.207195
75.508204,31.208436
75.508601,31.209347
75.508875,31.209975
75.509428,31.211326
75.509771,31.212294
75.510592,31.214286
75.511063,31.215369
75.511120,31.215500
75.511259,31.215819
75.511434,31.216222
75.511785,31.216994
75.511972,31.217407
75.512348,31.218236
75.513204,31.220075
75.513616,31.220968
75.513859,31.221492
75.513943,31.221675
75.514029,31.221860
75.514135,31.222089
75.514551,31.222989
75.514580,31.223053
75.515106,31.224307
75.515639,31.225677
75.515913,31.226376
75.516398,31.227371
75.516871,31.228406
75.517078,31.228853
75.517372,31.229486
75.517584,31.229954
75.517713,31.230262
75.517751,31.230348
75.517879,31.230629
75.519211,31.233486
75.519407,31.233874
75.520200,31.235553
75.520328,31.235821
75.520379,31.235927
75.521172,31.237568
75.521675,31.238610
75.522277,31.239788
75.522747,31.240717
75.522806,31.240861
75.523153,31.241662
75.523223,31.241806
75.523541,31.242275
75.523990,31.243002
75.524312,31.243549
75.525021,31.244837
75.525038,31.244865
75.525073,31.244926
75.525367,31.245442
75.525411,31.245519
75.525593,31.245839
75.526488,31.247302
75.526753,31.247781
75.527024,31.248248
75.527150,31.248477
75.527959,31.249946
75.528673,31.251174
75.528752,31.251309
75.528918,31.251596
75.529544,31.252661
75.529668,31.252872
75.529836,31.253159
75.529900,31.253275
75.530331,31.253909
75.530615,31.254283
75.530652,31.254348
75.530902,31.254669
75.531142,31.254989
75.531837,31.255859
75.532255,31.256380
75.532488,31.256654
75.532806,31.257079
75.533109,31.257466
75.533519,31.257989
75.533854,31.258426
75.533930,31.258519
75.534332,31.259023
75.534791,31.259601
75.534983,31.259835
75.535888,31.260935
75.535993,31.261075
75.536433,31.261689
75.536624,31.261961
75.536721,31.262147
75.536966,31.262601
75.537220,31.263119
75.537351,31.263415
75.537569,31.263871
75.537583,31.263927
75.537729,31.264259
75.537768,31.264316
75.538314,31.265106
75.538782,31.265828
75.538821,31.265872
75.538988,31.266095
75.539184,31.266392
75.539724,31.267215
75.539899,31.267480
75.539940,31.267542
75.540361,31.268153
75.541417,31.269682
75.541447,31.269725
75.541519,31.269831
75.541629,31.269966
75.541823,31.270260
75.543094,31.272060
75.543978,31.273281
75.544391,31.273851
75.544437,31.273916
75.545364,31.275195
75.545501,31.275375
75.546463,31.276728
75.547766,31.278409
75.547994,31.278681
75.548304,31.279032
75.548467,31.279218
75.548486,31.279289
75.548606,31.279432
75.548695,31.279514
75.548997,31.279859
75.549183,31.280076
75.549575,31.280533
75.549782,31.280775
75.549878,31.280887
75.550332,31.281417
75.550469,31.281576
75.551093,31.282304
75.551360,31.282616
75.551472,31.282746
75.551834,31.283169
75.551929,31.283280
75.552158,31.283565
75.552351,31.283804
75.552525,31.284021
75.552690,31.284226
75.552768,31.284323
75.552987,31.284595
75.553057,31.284695
75.553069,31.284754
75.553192,31.284922
75.553537,31.285442
75.553768,31.285849
75.553944,31.286271
75.554086,31.286659
75.554494,31.287775
75.554644,31.288187
75.554657,31.288222
75.555196,31.289629
75.555300,31.289891
75.555867,31.291320
75.556104,31.291850
75.556327,31.292348
75.556351,31.292391
75.556560,31.292756
75.556850,31.293263
75.556919,31.293382
75.557461,31.294282
75.557455,31.294288
75.557440,31.294319
75.557438,31.294348
75.557438,31.294351
75.557449,31.294383
75.557470,31.294409
75.557501,31.294428
75.557536,31.294438
75.557544,31.294438
75.558000,31.295380
75.558055,31.295494
75.558211,31.295834
75.558479,31.296422
75.558815,31.297077
75.559088,31.297529
75.559224,31.297741
75.559673,31.298441
75.559884,31.298730
75.560130,31.299088
75.560424,31.299453
75.560602,31.299673
75.560864,31.299999
75.561117,31.300335
75.561312,31.300591
75.561631,31.301035
75.561835,31.301386
75.562030,31.301717
75.562230,31.302063
75.562401,31.302379
75.562721,31.302966
75.562777,31.303064
75.562976,31.303423
75.563255,31.303900
75.563368,31.304094
75.563414,31.304174
75.564097,31.305315
75.564784,31.306482
75.565033,31.306905
75.565146,31.307096
75.565325,31.307404
75.565646,31.307958
75.565688,31.308030
75.565841,31.308248
75.565826,31.308272
75.565820,31.308298
75.565819,31.308323
75.565820,31.308352
75.565831,31.308377
75.565851,31.308401
75.565877,31.308421
75.565909,31.308434
75.565942,31.308441
75.566231,31.308969
75.566358,31.309185
75.566401,31.309261
75.566575,31.309534
75.566937,31.310142
75.567108,31.310427
75.567206,31.310591
75.567323,31.310785
75.567470,31.311039
75.567643,31.311352
75.567759,31.311549
75.568143,31.312175
75.568299,31.312441
75.568427,31.312659
75.568608,31.312966
75.568975,31.313589
75.569062,31.313740
75.569526,31.314582
75.569705,31.314899
75.569843,31.315115
75.569946,31.315270
75.570059,31.315421
75.570182,31.315584
75.570405,31.315875
75.570637,31.316170
75.570695,31.316243
75.570803,31.316370
75.571023,31.316739
75.571121,31.316954
75.571163,31.317042
75.571467,31.317861
75.571607,31.318242
75.571629,31.318302
75.571752,31.318633
75.571763,31.318776
75.571715,31.318828
75.571692,31.318887
75.571692,31.318952
75.571712,31.319001
75.571750,31.319045
75.571799,31.319069
75.571909,31.319078
75.572152,31.319551
75.572251,31.320048
75.572278,31.320286
75.572283,31.320322
75.572367,31.321066
75.572405,31.321398
75.572410,31.321435
75.572463,31.321660
75.572469,31.321686
75.572564,31.321833
75.572685,31.322021
75.572974,31.322382
75.573174,31.322670
75.573227,31.322746
75.573432,31.322955
75.573555,31.323108
75.573829,31.323451
75.574133,31.323830
75.574530,31.324327
75.574747,31.324604
75.574917,31.324822
75.575501,31.325568
75.575822,31.325988
75.575870,31.326053
75.575910,31.326031
75.575945,31.326023
75.576024,31.326035
75.576055,31.326050
75.576078,31.326073
75.576088,31.326094
75.576096,31.326111
75.576097,31.326167
75.576181,31.326246
75.576197,31.326285
75.576205,31.326324
75.576223,31.326522
75.576236,31.326637
75.576245,31.326810
75.576276,31.326986
75.576391,31.327564
75.576412,31.327623
75.576493,31.327849
75.576565,31.328071
75.576678,31.328367
75.576710,31.328444
75.576784,31.328662
75.576837,31.328737
75.576869,31.328757
75.576903,31.328768
75.576834,31.328798
75.576791,31.328805
75.576797,31.328992
75.576821,31.329153
75.576847,31.329261
75.576902,31.329478
75.577003,31.329802
75.577105,31.329983
75.577263,31.330327
75.577284,31.330390
75.577296,31.330413
75.577315,31.330435
75.577369,31.330476
75.577387,31.330497
75.577399,31.330520
75.577528,31.330726
75.577567,31.330789
75.577691,31.330942
75.577764,31.331022
75.577788,31.331061
75.577814,31.331123
75.577932,31.331377
75.578077,31.331826
75.578123,31.331900
75.578101,31.331902
75.578081,31.331908
75.578058,31.331921
75.577740,31.332302
75.577836,31.332336
75.578390,31.332447
75.578720,31.332501
75.579480,31.332608
75.579930,31.332632
75.579919,31.332875
75.579915,31.333019
75.579924,31.333050
75.579938,31.333074
75.580030,31.333217
75.580035,31.333233
75.580042,31.333261
75.580065,31.333483
75.580056,31.333526
75.580036,31.333578
75.579926,31.333803
75.580053,31.334084
75.580101,31.334169
75.580145,31.334235
75.580177,31.334247
75.580209,31.334265
75.580271,31.334309
75.580315,31.334343
75.580341,31.334369
75.580355,31.334392
75.580416,31.334522
